UBICACIÓN / LOCATION,IMAGEN PLANO,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,COTIZAR,OPCION 1,ENGANCHE,MONTO,SALDO,PRECIO ,DESCUENTO TOTAL,OPCION 2,ENGANCHE1,MONTO1,SALDO1,PRECIO1,DESCUENTO TOTAL1,OPCION 3,ENGANCHE2,MONTO2,SALDO2,PRECIO2,DESCUENTO TOTAL2,OPCION 4,ENGANCHE3,MONTO3,6 MESES 10%,12 MESES 10%,SALDO3,PRECIO3,DESCUENTO TOTAL3,OPCION 5,ENGANCHE4,MONTO4,6 MESES 10%1,12 MESES 10%1,SALDO4,PRECIO4,DESCUENTO TOTAL4,OPCION 6,ENGANCHE5,MONTO5,SALDO5,PRECIO5,DESCUENTO TOTAL5,PRECIO6,OPCION 7,ENGANCHE6,MONTO6,A FINANCIAR,MONTO TOTAL A PAGAR,TASA,PLAZO,PAGO MENSUAL,ENGANCHE7,MONTO7,SALDO7,PRECIO7,DESCUENTO TOTAL7,TC PREVENTA,TC TERMINADO,PRECIO DE LISTA / PRICE LIST MXN,DESCUENTO / DISCOUNT % MXN,DESCUENTO / DISCOUNT $ MXN,PRECIO FINAL / FINAL PRICE MXN,TC CAD,PRECIO DE LISTA / PRICE LIST CAD,DESCUENTO / DISCOUNT % CAD,DESCUENTO / DISCOUNT $ CAD,PRECIO FINAL / FINAL PRICE CAD,,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,,,BAJA ,MEDIO ,ALTA ,FIESTAS ,,,BAJA ,MEDIO ,ALTA,FIESTAS ,,INGRESO BRUTO,30% ADMIN,GASTOS GENERALES,MANTENIMIENTO,PREDIAL,RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_8e51b23d85db4053b8f711ff47fb2490~mv2.jpg,SERENADA,112,2 RECAMARAS,128,1377,624645,24%,149915,474730,💰 Cotizar,Forma de pago / Payment plan 1,30%,142419,332311,474730,149915,Forma de pago / Payment plan 2,50%,237365,237365,474730,149915,Forma de pago / Payment plan 3,80%,379784,94946,474730,149915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13117545,3148211,0,9969334,15,904658,24%,217118,687540,,SERENADA,112,2 RECAMARAS,128,1377,"$624,645",24%,"$149,915","$474,730",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$4,095.77",$474.73,4.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_9e014dec167d4aceb79221807ae29ebc~mv2.jpg,SERENADA,209,2 RECAMARAS,95,1027,524895,24%,125975,398920,💰 Cotizar,Forma de pago / Payment plan 1,30%,119676,279244,398920,125975,Forma de pago / Payment plan 2,50%,199460,199460,398920,125975,Forma de pago / Payment plan 3,80%,319136,79784,398920,125975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,11022795,2645471,0,8377324,15,760193,24%,182446,577746,,SERENADA,209,2 RECAMARAS,95,1027,"$524,895",24%,"$125,975","$398,920",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$3,109.71",$398.92,6.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_2c19dd252af44cd18da2515cc97a5a30~mv2.jpg,SERENADA,312,2 RECAMARAS,128,1377,650500,24%,156120,494380,💰 Cotizar,Forma de pago / Payment plan 1,30%,148314,346066,494380,156120,Forma de pago / Payment plan 2,50%,247190,247190,494380,156120,Forma de pago / Payment plan 3,80%,395504,98876,494380,156120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13660500,3278520,0,10381980,15,942103,24%,226105,715999,,SERENADA,312,2 RECAMARAS,128,1377,"$650,500",24%,"$156,120","$494,380",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$4,095.77",$494.38,4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_98bc1f676f2b4dea91e66e56b251ab3f~mv2.jpg,SERENADA,402,2 RECAMARAS,85,919,465316,24%,111676,353640,💰 Cotizar,Forma de pago / Payment plan 1,30%,106092,247548,353640,111676,Forma de pago / Payment plan 2,50%,176820,176820,353640,111676,Forma de pago / Payment plan 3,80%,282912,70728,353640,111676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9771636,2345193,0,7426443,15,673906,24%,161737,512169,,SERENADA,402,2 RECAMARAS,85,919,"$465,316",24%,"$111,676","$353,640",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$2,747.66",$353.64,6.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_2c66eb9b9085401ca67b5200b62ae5ba~mv2.jpg,SERENADA,409,2 RECAMARAS,95,1027,561645,24%,134795,426850,💰 Cotizar,Forma de pago / Payment plan 1,30%,128055,298795,426850,134795,Forma de pago / Payment plan 2,50%,213425,213425,426850,134795,Forma de pago / Payment plan 3,80%,341480,85370,426850,134795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,11794545,2830691,0,8963854,15,813417,24%,195220,618197,,SERENADA,409,2 RECAMARAS,95,1027,"$561,645",24%,"$134,795","$426,850",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$3,109.71",$426.85,5.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_3f7f194f8aee467ab112c8c20c5a0c01~mv2.jpg,SERENADA,411,2 RECAMARAS,95,1027,561645,24%,134795,426850,💰 Cotizar,Forma de pago / Payment plan 1,30%,128055,298795,426850,134795,Forma de pago / Payment plan 2,50%,213425,213425,426850,134795,Forma de pago / Payment plan 3,80%,341480,85370,426850,134795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,11794545,2830691,0,8963854,15,813417,24%,195220,618197,,SERENADA,411,2 RECAMARAS,95,1027,"$561,645",24%,"$134,795","$426,850",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$3,109.71",$426.85,5.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_54301ec615f7444e9e2dac153744a287~mv2.jpg,SERENADA,503,2 RECAMARAS,110,1180,614145,24%,147395,466750,💰 Cotizar,Forma de pago / Payment plan 1,30%,140025,326725,466750,147395,Forma de pago / Payment plan 2,50%,233375,233375,466750,147395,Forma de pago / Payment plan 3,80%,373400,93350,466750,147395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12897045,3095291,0,9801754,15,889451,24%,213468,675983,,SERENADA,503,2 RECAMARAS,110,1180,"$614,145",24%,"$147,395","$466,750",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$3,536.23",$466.75,5.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ef0279def8eb45319168522d5c68c651~mv2.jpg,SINGULAR JOY,313,3 RECAMARAS,109,1171,590000,20%,118000,472000,💰 Cotizar,Forma de pago / Payment plan 1,30%,141600,330400,472000,118000,Forma de pago / Payment plan 2,50%,236000,236000,472000,118000,Forma de pago / Payment plan 3,80%,377600,94400,472000,118000,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 3,,,,,,,,,,,,,,,,,,,,,21,12390000,2478000,0,9912000,15,854483,20%,170897,683586,,SINGULAR JOY,313,3 RECAMARAS,109,1171,"$590,000",20%,"$118,000","$472,000",,,$190,$260,$320,$550,,,,,,,,"$67,718.50","$20,315.55","$3,000.00","$8,813.31",$472.00,7.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_e6a25137d3684887a6690a7b6812cca0~mv2.jpg,SOLAR,203,STUDIO,41,436,244400,5%,12220,232180,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69654,23218,23218,116090,232180,,Forma de pago / Payment plan 2,50%,116090,,,116090,232180,484,Forma de pago / Payment plan 3,80%,185744,46436,232180,929,,,,,,,,,,,,,,,22,,5376800,268840,0,5107960,15,370814,5%,18541,352273,,SOLAR,203,STUDIO,41,436,"$244,400",5%,"$12,220","$232,180",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,722.00",$232.18,3.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ca1b8488802a490ab21a494483c7a4f3~mv2.jpg,SOLAR,204,STUDIO,38,406,244300,5%,12215,232085,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69626,23209,23209,116043,232085,,Forma de pago / Payment plan 2,50%,116043,,,116043,232085,484,Forma de pago / Payment plan 3,80%,185668,46417,232085,928,,,,,,,,,,,,,,,22,,5374600,268730,0,5105870,15,370662,5%,18533,352129,,SOLAR,204,STUDIO,38,406,"$244,300",5%,"$12,215","$232,085",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,596.00",$232.09,3.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ae0010b55f1a4275ad265947c6166b48~mv2.jpg,SOLAR,214,STUDIO,40,434,241700,5%,12085,229615,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,68885,22962,22962,114808,229615,,Forma de pago / Payment plan 2,50%,114808,,,114808,229615,478,Forma de pago / Payment plan 3,80%,183692,45923,229615,918,,,,,,,,,,,,,,,22,,5317400,265870,0,5051530,15,366717,5%,18336,348381,,SOLAR,214,STUDIO,40,434,"$241,700",5%,"$12,085","$229,615",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,680.00",$229.62,3.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_21d2f8229d7d4747810252639e6de71e~mv2.jpg,SOLAR,310,STUDIO,37,394,215300,5%,10765,204535,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,61361,20454,20454,102268,204535,,Forma de pago / Payment plan 2,50%,102268,,,102268,204535,426,Forma de pago / Payment plan 3,80%,163628,40907,204535,818,,,,,,,,,,,,,,,22,,4736600,236830,0,4499770,15,326662,5%,16333,310329,,SOLAR,310,STUDIO,37,394,"$215,300",5%,"$10,765","$204,535",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,554.00",$204.54,4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_36848cec92a4437aaa5ee3e651b97516~mv2.jpg,SOLAR,311,STUDIO,36,387,215300,5%,10765,204535,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,61361,20454,20454,102268,204535,,Forma de pago / Payment plan 2,50%,102268,,,102268,204535,426,Forma de pago / Payment plan 3,80%,163628,40907,204535,818,,,,,,,,,,,,,,,22,,4736600,236830,0,4499770,15,326662,5%,16333,310329,,SOLAR,311,STUDIO,36,387,"$215,300",5%,"$10,765","$204,535",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$204.54,4.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_34dd7a4ddb214a4f9319234c69f1f8c7~mv2.jpg,SOLAR,314,STUDIO,40,434,253300,5%,12665,240635,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,72191,24064,24064,120318,240635,,Forma de pago / Payment plan 2,50%,120318,,,120318,240635,501,Forma de pago / Payment plan 3,80%,192508,48127,240635,963,,,,,,,,,,,,,,,22,,5572600,278630,0,5293970,15,384317,5%,19216,365101,,SOLAR,314,STUDIO,40,434,"$253,300",5%,"$12,665","$240,635",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,680.00",$240.64,3.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_022bbb16400841c89d011e3b7a1d4249~mv2.jpg,SOLAR,410,STUDIO,37,394,224700,5%,11235,213465,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,64040,21347,21347,106733,213465,,Forma de pago / Payment plan 2,50%,106733,,,106733,213465,445,Forma de pago / Payment plan 3,80%,170772,42693,213465,854,,,,,,,,,,,,,,,22,,4943400,247170,0,4696230,15,340924,5%,17046,323878,,SOLAR,410,STUDIO,37,394,"$224,700",5%,"$11,235","$213,465",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,554.00",$213.47,4.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_e3f2f6210f724fd8bccd8c7bff45ceec~mv2.jpg,SOLAR,411,STUDIO,36,387,224700,5%,11235,213465,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,64040,21347,21347,106733,213465,,Forma de pago / Payment plan 2,50%,106733,,,106733,213465,445,Forma de pago / Payment plan 3,80%,170772,42693,213465,854,,,,,,,,,,,,,,,22,,4943400,247170,0,4696230,15,340924,5%,17046,323878,,SOLAR,411,STUDIO,36,387,"$224,700",5%,"$11,235","$213,465",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$213.47,4.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_8c26dac8b969404f9800b9f99cc86b06~mv2.jpg,SOLAR,413,STUDIO,32,343,241700,10%,24170,217530,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,65259,21753,21753,108765,217530,,Forma de pago / Payment plan 2,50%,108765,,,108765,217530,453,Forma de pago / Payment plan 3,80%,174024,43506,217530,870,,,,,,,,,,,,,,,22,,5317400,531740,0,4785660,15,366717,10%,36672,330046,,SOLAR,413,STUDIO,32,343,"$241,700",10%,"$24,170","$217,530",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$217.53,4.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_f73d7011a88f42058aaf7e816d81efd9~mv2.jpg,SOLAR,415,STUDIO,32,343,241700,10%,24170,217530,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,65259,21753,21753,108765,217530,,Forma de pago / Payment plan 2,50%,108765,,,108765,217530,453,Forma de pago / Payment plan 3,80%,174024,43506,217530,870,,,,,,,,,,,,,,,22,,5317400,531740,0,4785660,15,366717,10%,36672,330046,,SOLAR,415,STUDIO,32,343,"$241,700",10%,"$24,170","$217,530",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$217.53,4.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_d1c0647d962346a492ec2a7d47ec09eb~mv2.jpg,SOLAR,416,STUDIO,32,343,241700,10%,24170,217530,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,65259,21753,21753,108765,217530,,Forma de pago / Payment plan 2,50%,108765,,,108765,217530,453,Forma de pago / Payment plan 3,80%,174024,43506,217530,870,,,,,,,,,,,,,,,22,,5317400,531740,0,4785660,15,366717,10%,36672,330046,,SOLAR,416,STUDIO,32,343,"$241,700",10%,"$24,170","$217,530",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$217.53,4.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_beea09551ca34af789d76231a99fb794~mv2.jpg,SOLAR,418,STUDIO,35,380,257100,10%,25710,231390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69417,23139,23139,115695,231390,,Forma de pago / Payment plan 2,50%,115695,,,115695,231390,482,Forma de pago / Payment plan 3,80%,185112,46278,231390,926,,,,,,,,,,,,,,,22,,5656200,565620,0,5090580,15,390083,10%,39008,351074,,SOLAR,418,STUDIO,35,380,"$257,100",10%,"$25,710","$231,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,470.00",$231.39,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_429aeac3278942968a49184af56f2471~mv2.jpg,SOLAR,420,STUDIO,36,383,257100,10%,25710,231390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69417,23139,23139,115695,231390,,Forma de pago / Payment plan 2,50%,115695,,,115695,231390,482,Forma de pago / Payment plan 3,80%,185112,46278,231390,926,,,,,,,,,,,,,,,22,,5656200,565620,0,5090580,15,390083,10%,39008,351074,,SOLAR,420,STUDIO,36,383,"$257,100",10%,"$25,710","$231,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$231.39,3.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_1054543d0cbf464b808c89e1ec4c4326~mv2.jpg,SOLAR,422,STUDIO,36,385,257100,10%,25710,231390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69417,23139,23139,115695,231390,,Forma de pago / Payment plan 2,50%,115695,,,115695,231390,482,Forma de pago / Payment plan 3,80%,185112,46278,231390,926,,,,,,,,,,,,,,,22,,5656200,565620,0,5090580,15,390083,10%,39008,351074,,SOLAR,422,STUDIO,36,385,"$257,100",10%,"$25,710","$231,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$231.39,3.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_da0a428665484d4bb1029b988eb3afa7~mv2.jpg,SOLAR,424,STUDIO,37,402,254900,10%,25490,229410,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,68823,22941,22941,114705,229410,,Forma de pago / Payment plan 2,50%,114705,,,114705,229410,478,Forma de pago / Payment plan 3,80%,183528,45882,229410,918,,,,,,,,,,,,,,,22,,5607800,560780,0,5047020,15,386745,10%,38674,348070,,SOLAR,424,STUDIO,37,402,"$254,900",10%,"$25,490","$229,410",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,554.00",$229.41,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_74b1e97bbf124953beb4ec2a859d0e39~mv2.jpg,SOLAR,502,STUDIO,36,385,257100,10%,25710,231390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69417,23139,23139,115695,231390,,Forma de pago / Payment plan 2,50%,115695,,,115695,231390,482,Forma de pago / Payment plan 3,80%,185112,46278,231390,926,,,,,,,,,,,,,,,22,,5656200,565620,0,5090580,15,390083,10%,39008,351074,,SOLAR,502,STUDIO,36,385,"$257,100",10%,"$25,710","$231,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$231.39,3.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_90c0405776e54bea9adc3406633a279a~mv2.jpg,SOLAR,504,STUDIO,33,352,257100,10%,25710,231390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,69417,23139,23139,115695,231390,,Forma de pago / Payment plan 2,50%,115695,,,115695,231390,482,Forma de pago / Payment plan 3,80%,185112,46278,231390,926,,,,,,,,,,,,,,,22,,5656200,565620,0,5090580,15,390083,10%,39008,351074,,SOLAR,504,STUDIO,33,352,"$257,100",10%,"$25,710","$231,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$231.39,3.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_40b9fea7978b4065bd38a041f1d133d0~mv2.jpg,SOLAR,505,STUDIO,28,307,237500,10%,23750,213750,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,64125,21375,21375,106875,213750,,Forma de pago / Payment plan 2,50%,106875,,,106875,213750,445,Forma de pago / Payment plan 3,80%,171000,42750,213750,855,,,,,,,,,,,,,,,22,,5225000,522500,0,4702500,15,360345,10%,36034,324310,,SOLAR,505,STUDIO,28,307,"$237,500",10%,"$23,750","$213,750",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$213.75,4.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_3820b0e35bf642e39ac8cef10fd1b637~mv2.jpg,SOLAR,506,STUDIO,29,311,233300,10%,23330,209970,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62991,20997,20997,104985,209970,,Forma de pago / Payment plan 2,50%,104985,,,104985,209970,437,Forma de pago / Payment plan 3,80%,167976,41994,209970,840,,,,,,,,,,,,,,,22,,5132600,513260,0,4619340,15,353972,10%,35397,318575,,SOLAR,506,STUDIO,29,311,"$233,300",10%,"$23,330","$209,970",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,218.00",$209.97,4.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_4839eac17af5404ab6633231de443287~mv2.jpg,SOLAR,507,STUDIO,29,312,233300,10%,23330,209970,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62991,20997,20997,104985,209970,,Forma de pago / Payment plan 2,50%,104985,,,104985,209970,437,Forma de pago / Payment plan 3,80%,167976,41994,209970,840,,,,,,,,,,,,,,,22,,5132600,513260,0,4619340,15,353972,10%,35397,318575,,SOLAR,507,STUDIO,29,312,"$233,300",10%,"$23,330","$209,970",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,218.00",$209.97,4.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_0ca77cade9cf46f686dbaddab5c96272~mv2.jpg,SOLAR,508,STUDIO,29,312,233300,10%,23330,209970,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62991,20997,20997,104985,209970,,Forma de pago / Payment plan 2,50%,104985,,,104985,209970,437,Forma de pago / Payment plan 3,80%,167976,41994,209970,840,,,,,,,,,,,,,,,22,,5132600,513260,0,4619340,15,353972,10%,35397,318575,,SOLAR,508,STUDIO,29,312,"$233,300",10%,"$23,330","$209,970",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,218.00",$209.97,4.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ebc76f4dd25e46e3a79f62bf79804d4e~mv2.jpg,SOLAR,509,STUDIO,32,343,252900,10%,25290,227610,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,68283,22761,22761,113805,227610,,Forma de pago / Payment plan 2,50%,113805,,,113805,227610,474,Forma de pago / Payment plan 3,80%,182088,45522,227610,910,,,,,,,,,,,,,,,22,,5563800,556380,0,5007420,15,383710,10%,38371,345339,,SOLAR,509,STUDIO,32,343,"$252,900",10%,"$25,290","$227,610",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$227.61,3.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_1e21c74e8e2c46baa6178e4d02350fb8~mv2.jpg,SOLAR,510,STUDIO,37,394,236500,5%,11825,224675,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67403,22468,22468,112338,224675,,Forma de pago / Payment plan 2,50%,112338,,,112338,224675,468,Forma de pago / Payment plan 3,80%,179740,44935,224675,899,,,,,,,,,,,,,,,22,,5203000,260150,0,4942850,15,358828,5%,17941,340886,,SOLAR,510,STUDIO,37,394,"$236,500",5%,"$11,825","$224,675",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,554.00",$224.68,3.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_6b90818d880642ac923cf7bdd42a36cf~mv2.jpg,SOLAR,511,STUDIO,36,387,236500,5%,11825,224675,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67403,22468,22468,112338,224675,,Forma de pago / Payment plan 2,50%,112338,,,112338,224675,468,Forma de pago / Payment plan 3,80%,179740,44935,224675,899,,,,,,,,,,,,,,,22,,5203000,260150,0,4942850,15,358828,5%,17941,340886,,SOLAR,511,STUDIO,36,387,"$236,500",5%,"$11,825","$224,675",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$224.68,3.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_21726561e97a47f288f21ff580559c53~mv2.jpg,SOLAR,515,STUDIO,31,337,248200,10%,24820,223380,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67014,22338,22338,111690,223380,,Forma de pago / Payment plan 2,50%,111690,,,111690,223380,465,Forma de pago / Payment plan 3,80%,178704,44676,223380,894,,,,,,,,,,,,,,,22,,5460400,546040,0,4914360,15,376579,10%,37658,338921,,SOLAR,515,STUDIO,31,337,"$248,200",10%,"$24,820","$223,380",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,302.00",$223.38,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
